review_id,user_id,business_id,stars,useful,funny,cool,text,date
jJuTjAN56rp7TE38JxboWQ,Kdm7zgjv1hng0FHYj49SsQ,HJe8eEH5qXRjQMAh1VfV_w,5.0,0,0,0,Had a great time with friends and family tonight and want to give a big shout out to our servers Alex and Rolina. And a special thanks to Andy the chef. Thanks for a good night,2020-03-15 01:13:07
cqedKD97xN-fWg1QK_k0Eg,ZHcMnfP0Luui9mZngbFf0Q,RCakEv95bIHqYkhMXZwGmQ,5.0,0,0,0,We had a large crew driving through and couldn't have picked a better place for breakfast. Amazing food and service! We could not recommend it more!,2020-02-17 18:42:33
K15YW19Z0yz2ZIV3kxzJmw,0sX4H3xBC41Ggmzj8Mt6LA,upkreyzHS0heQGzCtJ0aNg,2.0,2,0,0,"My father in-law chose to have his birthday dinner at the Kimberton Inn. The place is beautiful, there's no denying that. As we walked in, I thought, ""If this place is good, I'll bring visitors from out of town here if I want to impress them."" 

I won't be doing that. 

My dinner was good. $30 lamb chops better be. The Caesar salad, however, was all dressing and a little lettuce on the side. The croutons were stale white bread. My husband's sun-dried tomato risotto was...in word: gross. It was not creamy like risotto should be, and these ""sun-dried"" tomatoes tasted like mushy diced tomatoes from a can. Everyone in our party had one bite and agreed.

Perhaps worse than my husband's meal: our waitress never came back to check on us, so he was never given the chance to send it back. We told the busboy and he said, ""Oh.""

To end on a good note, the cappuccino I had to wash down my bite of risotto was fantastic and smooth. It didn't even need sugar.",2011-05-15 16:09:23
VbvubEb7NXI-W8-WGRhRcA,0siYplVIovbz1HLFNdzO2g,UBriJCMES8rsmY0SiYjtSw,3.0,2,1,1,"I give three stars because the service was lackluster. They weren't busy but the barista had an attitude, we just would not go back here.

We really only stopped by because it was so cold and to check out some Cash swag at the museum store.",2020-04-16 12:35:30
8e1tuik96ICvb5_tIayAsA,iOJJd9iJa2kq3eAjPnPFGA,MmNMBI1pQp_gepPIdrPS_A,3.0,3,0,0,"Alright, so I am struggling with my review for this. So, I am going to go straight down the middle. 

I had a wonderful time when I went to see Phantom of the Opera. I had seen it before at the Jubilee back in 2006. There had been some changes since then. One of them being you can now bring your drinks into the theatre with you if you ask for the plastic cups(COOL!!). So, you don't have to down your drinks quickly. I, also, find that no matter where you sit in the theatre it's amazing. You can see and you will enjoy no matter what. I've sat on all levels and enjoyed every where I've sat. The only thing I wish, was the cushions on the seats were a little better and if the seats where a little higher up the back, like the movie theatre seats. 

So, I had this as a 5 star until I had spoken to a really great friend of mine who had the worst experience with customer service here. He was suppose to see Phantom and bought the season tickets for this. He had wonderful seats, and is the BIGGEST fan. We had discussed him going on a different day than I was and he was just ecstatic. Well, unfortunately, the date he thought he was going is this upcoming Sunday, and then he went to make sure his tickets were on ticketmaster and when he went to see, nothing was there. He did buy these 3 months ago, and I am not taking the blame off him at all... but he was suppose to see the show yesterday. Boo! He missed it. Well, he called everywhere and just the customer service he received from the Jubilee was horrendous. He asked if there was anything they could do for him and they said ""not unless you pay for other tickets"".... well I understand this, but why not fill the theatre (my opinion)... and then after explaining that he can't afford after buying the season tickets, he basically got a ""too bad"" and was hung up on.  I have been doing customer service long enough to know you do not hang up on anyone. At least try to be helpful, and explain everything, but do not hang up. Like I said, I don't replace his blame for not checking his tickets but I don't like hearing bad customer service when a little empathy goes a long way.",2017-08-01 20:00:33
MEmAjLygfJ3kO79ifrbYvQ,b1_q3Q3L_eN3PNJel7SHUw,QqOGaAiefPZCbc3lCiUNyQ,2.0,0,0,0,"Residence Inn of Marriott is usually our place of choice to stay when we travel. However, this has been the worst RI choice we have ever experienced. First of all, there was construction going on because of a remodel which is okay but we were directly under the room where the actual construction was taking place and we had no warning! The bed was small and not comfy so please make sure you are getting at least a queen sized bed before checking in. Second, the maid service was less than average and the cleaning supplies was left in our room the entire time. On a good note, the front desk workers were really nice and hospitable. We were here for 3 nights and spent a lot of money. Very disappointed. We chose this place for their reputation of space and comfort and this is not the place!",2018-08-05 13:27:32
sR9-mtb632zDDOKMQeOMpw,zBK4V9bLPPGSRe-kbtlc4w,y1ZPi7c6sSkWdE1p2vUo-Q,5.0,0,0,0,"I gave it a try on grand opening day with their free pizza coupon they so graciously handed out.  I had a good experience, the dinning area was clean, the wait wasn't that long and I love that you can watch your pizza being made right in front of you.  Definitely a great place for someone on the go and being in the heart of downtown.  They have a kids menu so I'll be back with the family and we will see what my princess thinks.",2015-04-27 01:14:58
K1vDHP3Kz0rXmlWbOqOdYg,LUjxfk8oioLd9wyxS9k_pA,rTkYWqTT3PRASNfgKu02Yw,2.0,2,1,0,"Dealing with customers isn't all that tough.  You start with, ""How ya doin', can I help you find something?""  You don't stare at the customer and wait for them to initiate the conversation.  I have also noticed that it's worse in the summer at Menard's.  They have a lot of kids working that don't know a hammer from a pry bar working there.  Their prices seem to be a bit better, hence I sometimes do what I must to save a couple of bucks.",2015-10-14 14:55:08
xu22cJu8Bgw08_LE-rWIvQ,_LsORFEk6KCPpiYDOwUqrA,1jOA1XfOjOg4-417ikT9Uw,5.0,0,0,0,"What a great find. On our way home from NY and found this restaurant on Yelp. Awesome eggplant sauce for dipping. Great waitress named Melanie. Check it out, you can go wrong.",2019-12-09 00:44:12
HVF2vEreTe3MliCP_gy9XQ,PX0jBsLZe-rfxbEKLrmMCw,4tyoxyxyCKpcRwkbyIizpw,5.0,0,0,0,"One of my favorite go-to breakfast/lunch options. The bagels are good, but the real highlights are the custom schmears. Don't come here if you hate cream cheese. If you love cream cheese, you will love their schmears. They offer a perfect, generous ratio of cream cheese to top your bagel, and if you are lucky enough to have extra, it's phenomenal by the spoonful of spread on crackers. They have great options for sweet or savory! I like to get the veggie delight on a toasted whole wheat everything bagel or the stuffed French toast if I'm in a sweet mood. Bagel sandwiches are generally in the $5-7 range, and they are well worth it with the amount of toppings mixed into the schmear. Gluten free bagels are available! To top it off, Schmear It has very friendly staff and gives 5% of proceeds to local causes.",2016-05-19 20:51:57
eChz8aKfnSIU8YscshoSJQ,bXC9XuVqrlsUNcse1irHQw,jQPg8OKiSVa-fwvd-XGzLQ,5.0,0,0,0,"First time in NOLA and this place was recommended. Stopped here for dinner one night and ended up coming back a second time. Great jambalaya and gumbo. We also tried the etouffee, alligator and crawfish and all were good. Nice spot for dinner in the French Quarter but out of the craziness of Bourbon St.",2020-01-03 01:52:02
gmLk2afdvsgyNfC5JOtXVA,zLBV5Ypwb1tF22Lj7IM65g,PPow3qO48buSNaEkQ_us_w,5.0,2,1,2,"After lunch in the French Quarter, we went looking for dessert when I remembered this place opened a couple months ago. It's owned by a nice Italian couple who recently moved to New Orleans, I believe. The space is super cute and bright, perfect for if you want to take instagram pictures! Their biscotti gelato is very good, sort of reminds me of birthday cake. They also sell other desserts as well as bagels (they say it's shipped in from New York!) and paninis, so I'd love to come back and try those next time.",2019-07-16 05:53:06
Z13jC_o6v7fPqNxQo0VHlw,e67fm29pOiQUcPSltCAHVA,KV5djUZnuPyWiLViMwjF_A,3.0,0,0,0,"Hit miss here some days hibachi is the thing to do Great show Great food, service is definitely to desired when using table service and ordering off menu.  Food is good and sushi is A Grade so if you don't mind the waiting and rude rush to get you out.  (No drink refills, xtra napkins, menu changes etc)",2013-03-17 19:28:40
YMru6WTA2UnfQevPlSgvXg,mKip4dZ4-brcd1zs3ggj6w,nEaTbGFlU7d9eLU2kl6KBw,5.0,0,0,0,Excellent food and tons of choices. Everything I've tried here is good. Food comes out fast but tastes homemade.  One of my top lunch stops. Highly recommend it!,2017-05-08 00:32:41
nhf-8LUg2oznPekoG7NfQA,2q08zhsoi7SycPVL5Y8Abg,QHWYlmVbLC3K6eglWoHVvA,5.0,0,0,0,"Went on a Thursday during their Happy Hour (half off apps and great drink prices) and had a great time! All the staff were so friendly and gave us some great recommendations and steered us through the menu as there are so many crazy yet tasty options. We got a bit intimidated by all the donut burgers going past, especially as the donuts were blue in support of the Tampa Bay lightning, so between the two of us we shared the Buffalo Cauliflower Popcorn, the Datchos, and an order of poke tacos. Everything was delicious and we had so much food! Paired the meal with refreshing elder-flower gin and tonics, which we both highly recommend!",2018-05-25 14:36:39
vqbx_w7CuNEB3zD1p2wqcA,SfDevI9kC0HhTjXVEuaSwQ,vm88cHZGhtmMgU2rhIAmug,5.0,3,0,0,"Loved loved loved this hotel!! My hubby surprised me with a night stay here and he couldn't have done any better!!! Forst off it's right off of bourbon street! Which allows you to be close to everything!!!! Then the best part is the customer service! It was like staying at a friend's house for the weekend. I mean the type of friend that you can give them the key ao you wont lose it throughout the night. The type of friend that you can call in case you get lost or even too tipsy. Now for the hotel its self is awesome!! It stays true to its architectural era but still up held its comfort feel. We stayed in the honey moon suite so it had a wrap around balcony to die for. I would definitely stay here again. And don't let the fact that it's haunted stop you from staying here. I'm sensitive to these things and still I felt sooo comfortable,calm and relaxed that it was a second thought. My hubby dis good and from now on everywhere we stay from now on has to measure up...",2020-01-18 16:50:49
GyDIDNx1ZTtso5g3XP2ucg,ajMRe3S3yGbsH0IneTRsQg,DzVYXX8mc5x31BbaP8c0_Q,4.0,0,0,0,"The captain arrived on my tray along with some fresh fries. I knew then and there it will die in minutes. I proceeded to bite the first chunk. Yuuum. The captain: 4 patttys, american, mayo, ketchup,pickles and onion. Delicious simplicity at its finest. The fries were good too however I recommend they give 2 ketchup packs vs just one. All washed down with a cold Civil Life American Browne. What a meal. Get here asap. I highly recommend and will be back!",2018-03-01 19:58:42
0Lyo4KcSrOekEK8_UnRD8Q,q72shgPVGjYG-J-jjFFfcA,GGmioYZou5FlJ5vf2-qLmQ,4.0,2,0,0,"I found this location to be better than most of the Chipotle locations that I have been to. They have accommodated my requests in a friendly and accurate fashion. While there might have been some growing pains upon first opening, the place seems to be running well, and despite lines, they seem to move at a reasonable pace.",2018-07-20 23:58:54
p_XmEFrOor3Pq3YLD5fmQg,1tVRQliYQ_Xw4YGy52njwg,SSZDGl2J-CEyIzuIbEiYNQ,4.0,1,0,1,"Staying in St. Louis for the next week for Urbana, so checking out the food options nearby. A few steps from Hyatt and Hilton at the Ballpark hotel, so its not too far. Food and portions were quite good, affordable prices (the price you'd expect for a diner, ~$10-20). Got the Italian sausage pasta and cheese lasagna with four friends and split it, so the bill in the end came up for around 24$ and we were all adequately satisfied. Service was a bit slow/spotty in getting our bills in the end, but understandable, as the place was busy. Would recommend!",2015-12-28 13:42:40
nE5OU-wmJZMLYH_jiudczQ,DGldU1cbmRerDxq7xnVa1A,VAeEXLbEcI9Emt9KGYq9aA,5.0,1,0,1,"Amazing. Just driving through Nashville and stopping for lunch. Multiple people recommended the pharmacy to us. It did not disappoint. I can only assume it gets its name from the hand crafted drinks, ice cream sodas in a variety of flavors. Any drink can have cbd added to it too. 

The menu is primarily burgers. I really thought it was unique to have different meat options within the burger toppings as well. I went for the stroganoff burger. So creamy and delicious with béchamel sauce and onion. You can also create your own. Burgers beyond your wildest dreams. Finish it off with a shake! Community style seating at long tables with small parties so you know",2021-10-20 22:50:04
XT84Z4pbJ3aUKqv8aO6_oA,I78pVzc5SsJ-oSNTS9jmLg,a3N9erjaLER_cH9rhsADEA,1.0,0,0,0,"I went here with my wife for a nice dinner. The appetizer and salad/soup was good but there was a problem with my wife's entree. The bottom of the steak was charred/burnt. These things happen and it's understandable, what's more important is how the restaurant responds to an issue that's raised like this. Well this is where it was very disappointing. Basics of customer service recovery involve acknowledging a mistake and doing whatever you can to help resolve this. Well, they apologized, took the plate with half a steak away to the chef, then the chef came to apologize. No offer for a discount, no offer for a free meal on our next visit to make it up to us, no dessert, absolutely nothing. Unfortunately they really missed the mark here on both food quality but more importantly on customer service. Purportedly being trained with Disney quality customer service did not help them here. Very very disappointed, feel like I was robbed. If anyone at Atlantis reads this and wants to reach out feel free to. Need to coach the team on service recovery.",2018-09-14 02:58:09
AgBPQrF79yGLdODCQmFLnQ,C7Dgijcjln5luSk9GYM_kw,dzAV7NCPW7PYWLYqgPE_GQ,3.0,1,0,0,"Up until a few weeks ago, this would be a ""six star"" review. The bar downstairs was our new favorite place in Nashville. The 3 stars here are purely for the environment. It used to have the best, creative, well made drinks rivaling any place like the Patterson House in Nashville. And the pork rind nachos were one of the most unique things in town to recommend. However that has now been removed from the menu (which I understand there will be changes of course.) But the most disappointing things is that they have changed their drinks to be more generic. Gone are the wonderfully creative mixology drinks full of flavor and character. All we are left with is generic drinks mad to look fancy but that you could get anywhere. Such a shame. Very sad.",2015-07-20 17:48:09
n6GNb_cL21p4yNzuEawJUw,XOJTbU6rQzlHEq8ekXwMLQ,3wg8xiywSGA96DWCF0WOLw,5.0,0,0,0,Delicious food. Great to be able to sit and eat. Fast and friendly service. Jimmy Gs definitely is worth eating.,2019-08-08 19:17:45
rxVM1UYEfaEaYle2wbP_8g,wfHvxYtpLFOxd-GcCfKcGQ,GqyOrF5X21ciTjnuSCH5PQ,2.0,1,0,0,"I used to love this place. Amazing crab cakes and great beer. However, I had a corporate happy hour here. We got placed at a table and ordered appetizers. When the food came we realized that there was only 1 plate of a dish that we asked for 2 plates of. The waiter put in the order. We then hear two waitresses in the kitchen (behind our table) make fun of us and call us idiots for not putting in 2 orders of this plate in the first place. This is unacceptable service.",2019-02-19 23:44:50
uPcLbw_JKiYz5IFNp7m_sw,TogHcMp6lSs4Wnt0RvUWlw,djUlhVL0c2yEPn4dmIS-QQ,1.0,0,0,0,"If I could post a minus star, I would. When U-verse raised the monthly fee by about 75% a couple of months ago, I researched the various (other 2!) providers in the St. Louis County region. Based on reviews and services offered, I chose Direct TV. Major mistake! Have had the service for 2 months, and have continuous problems -- which Direct TV has graciously offered to fix for $99.00. No wonder more people are dropping cable (with it's 200+ crap for sale channels).  Find an alternative and please share it!",2019-09-20 19:53:50
27UXPpHtUp7KaXjDUXt0iw,diIxZi4Wm6ErEjA0p5Ieqg,LvOoifA9mHTNlhCL3GAbkg,2.0,0,0,0,"Nice staff, great location if going to the Fox to see a show. Used to be great food, very tasty. I think with the new management the quality of the food has gone way down. Everything was very bland for the price.  Have to find a new place to go now before seeing a show.",2020-02-29 00:21:36
-cvRbs6uxCK3ZGTwy4DuFw,b6I9Czv-8ePmp-A49z7h2Q,T4E23iml3us2oH_OVGBr4Q,1.0,2,1,1,"My husband brought home this food last night trying to fool me that it was from our regular sher e punjab. It was almost inedible for me and I was hungry and pregnant. The consistency of the tikka masala and veggie korma was akin to lumpy gravy that hadn't been stirred. The only distinction between the two dishes were the color and no recognizable chile flavors or other spices I'm used to from Indian cooking. The rice itself was chewy and slimy and yuck. We've been searching for a new Indian place as sher e Punjab has been really oily lately and all their flavors starting to melt into one but this was disgusting food and I'm angry my husband spent more than 5 dollars here. Sher e Punjab at least has some obvious color and spices used in their dishes and although recently oily are pretty consistent and incredibly economical. 
** also I used to come to Gandhi for the lunch buffet years ago, but after it never ever ever changed and always was similarly blanned.",2017-03-23 22:09:52
Gw9Y8IhFQDQNMk1aOfBLdw,7TrIXQSRGQ5E3UYxd1ZtBw,EjFp57Nd4bVgb5GNn-XnuA,4.0,4,2,3,"Haven't dined in the restaurant, but we like their takeout. Delivery is convenient, especially since you can order online. They have a really wide variety of Chinese and Japanese fare, and great combos at good prices. My new favorite thing is their Japanese deluxe combo---a meat (chicken teriyaki), white rice, sushi roll, miso soup, ginger salad, and tempura veggies and shrimp for $14.00. Great value!",2013-01-14 02:04:52
4xK2MjwgvbTLLoBq4Yk7EQ,DeiHwAmM7ouB27L22M5ZLw,j4ovaxLN1jP18eQUEsFUgA,5.0,1,0,0,"Excellent store! Everything is really fresh, employees are nice, and things are easy to find. So glad they put one in my neighborhood!",2018-07-23 20:54:39
XMBLxMFMWIGfCXmc9dDK9w,JYLP9QXCLTJwfunWCG5uuA,HWLgmRSRDdUwXFkUxf4N-w,5.0,2,1,1,"I always come here and the food is amazing! Light, quick, and tasty. Besides noodle soup, they have amazing spring rolls and really good sushi - type rolls that are made without rice and instead rolled in lettuce with glass noodles and other items inside. My description may be terrible and do no justice to the actual item, but trust me it is amazing. 

If you're in the uptown area and want a quick, delicious meal. Stop here!",2014-02-09 00:53:18
fuqcSzzGu_XQjFrUn6g_wA,5BIhkthDtf7Gt2QUd61Zpg,3YERGr7UbpSpddqL0Eiu5g,5.0,1,0,1,"This is my first time trying this restaurant and I have to say I am utterly impressed with the variety of food options and the taste of the food. I ordered the shrimp with red sauce and it came with rice, salad, fries and yummy ness. Not sure if you met us as a word that's the best way I can describe the flavor and the taste of this restaurant you definitely have to try this instead of your typical red lobster. The dishes are so creative and you get a lot for your money. My plate of food for dinner was only $15 and I have enough leftovers to last me a couple of days. It sounds silly but I like how patient the restaurant is as I was practicing my Spanish as well. Great flavor hidden gem.",2020-06-27 05:52:52
ImB_Xgg8ovKDiA0GFFewyQ,pSyBt5ri2Sbq32vjGzKLRA,tLVnL8CqQYiMU6E_aayYog,5.0,0,0,1,"This our new goto vegetarian spot in Nashville. It looks like it's going to be a weekend regular for us.

Had the alfredo tonight.  So good I had cognitive dissonance that it actually had no dairy. 

Loaded potatoes are delicious. A splash of cayenne garlic hot sauce really hits the spot. 

11:00am on the weekends seems to be the sweet spot between breakfast and lunch. Straight to a table with no waiting.   

Came for dinner today. The spaghetti and wheat balls were delicious.",2018-12-09 16:53:43
E3pC2-9fzxafjh7xD8oZQw,dN19rSDp0bHW_pDLLf6oWg,cep2DqEc3A2QBpmMYRavGg,5.0,7,0,2,"Kimu is tucked in the stripmall wasteland that is America and is placed next to Yats which the Indy Hipster scene is so beholden to.  But fear not Kimu delivers!!  Since a lot of religious refugees from Myanmar came here you get the sense that it does cater to the Burmese community. And that is fine by me !!!

The staff is very friendly and the food was served quickly!! I love the pork Shan noodles and the lemongrass chicken was amazing! You really taste the authenticity in the flavor. It's as if someone's grandmother made it for them at home, yep I said it. I do recommend that you go at lunch time to save a little but the price itself is very reasonable.

I will going back to Kimu (hopefully soon) and I certainly hope that many of you try it as well. Because of Myanmar's geographic location their food is inspired by southeast and south Asian cuisine, just think what if Indian food got married to Thai food and had a child. Kimu gets a high recommendation!",2013-11-24 18:30:53
-UMqGdti92kWc2ebdbej8A,r8qqEj1s5DOvnJ369WjokA,Ga1kyPLg7jtY0SQQRyjG0A,1.0,5,0,0,"Ripoff artists. They overcharge for everything, and don't really give a damn if your animal gets better. Go to Tampa Bay Veterinary Emergency if you want great service at a far better price. 20 cheaper for visit, 20 cheaper for the exact same anti nausea med.",2015-11-20 00:35:04
5xgelqSVd5FqlEKhZEOhWw,VMLZeAzo1NwZf8PW77Lyrw,WB-eQAgw88fbr15eY761CA,5.0,0,0,0,"An unassuming Italian restaurant located in a strip mall that went above expectations! Ambiance is very understated and has only a few tables available. They provide bread with an olive tapenade. We got the calamari appetizer, which is not fried calamari but grilled with vegetables. We also got the yellow fin tuna, which was a bit fishy. The entrees were great, with the lasagna special being our favorite! I usually avoid lasagna because it tends to get mushy and over cooked. This lasagna was firm and held together well, and tastes like a warm hug. We also tried a few other dishes which all tasted great. They also have an extensive wine selection. Surprised at how much I enjoyed this place being I'm a native NY/NJ where Italian food is abundant. Service was also amazing and would definitely come back again. 

Overall a great place if you're looking for a no-frills, low-key place with great, home cooked italian food.",2021-12-23 02:02:00
WoznO6PbnLDODjKjAU-puQ,mT4Pb7fvMZq5b4eLpN5E5Q,549RHbvwLZ6l7ht5Le7Sug,4.0,0,0,0,"My daughter came here recently with her friends and one of them ordered a glass of pinot noir and the waitress told her how much it was before she was surprised at the end, so even though we did not get a personal response, at least they listened. I went there today with friends and the spinach salad was delicious, the fried pickles were crispy and hot and the service excellent. My friends liked their chili and soup but we did not order any wine this time:) Thank you for figuring it out.",2014-11-09 22:38:39
hvtE0AUZ8dAQDinAI_WgAg,CL4v8Qb9Zsb8NvvUTtV6jQ,zqz0tXwhe6TJDXFg0Nz5nQ,5.0,0,0,0,"This nail salon is my favorite on the beach! It has been at this location for many years, under the same ownership! The proprietors are friendly and very focused on pleasing their clients. Everything is clean and tools are sterilized. I have been to other salons here on the beach, but they don't compare to Queen Nails! In addition to being reasonably priced, Queen Nails does an excellent job, be it a mani, pedi, fill-in,etc. For an extra $5, the warm oil ""gloves"" are divine and leave your hands feeling soft and rejuvenated!No matter the technician...The ""Queen"", her hubby or her Mom, you will love being pampered along with relaxing, spa-like music. This may not be the most elegant salon on the beach, but it is by far the best, in my opinion. My fill-ins hold up very nicely, time after time.Some of the other salons on the beach actually charge more if the period of time since your last appointment is more than 2 weeks!  I have recommended QN to a number of friends and they, like me, have made it their go-to nail salon. QN is located across the street from Mickey D's, in a tiny strip mall. Remember: They do not charge inflated ""tourist"" prices. QN is a gem!",2015-07-16 07:02:54
SdeizEoQR-RxUuNWsSs1VA,-QlWTEVpoinu2oR6w1HBIg,oBNrLz4EDhiscSlbOl8uAw,3.0,0,0,0,"3 stars only because the server was nice and friendly. The food however was disappointing. Two of us got a variety of eggs Benedict, and all the yolks were cooked solid. Flavor was lacking as well. I wanted to love this place after hearing such great things from so many people, and maybe it was an off day, but we were not impressed with the food. Also, the menu listed the coffee drinks at $3.00, and when the bill came our latte and cappuccino we're $4.00 each. I'm not going to cry over $2.00 but I think it's messed up to charge different prices than the menu lists. $45 later (before tip) for 4 overcooked eggs and 2 coffee drinks, definitely not worth it.",2017-03-20 17:26:47
3Hpe5iAUWdyg2KNjr7xpMA,mmE57NFUHI57qNeH8pdrHg,v_PY4Lw53nf6Nej9is-3tw,4.0,1,0,0,"Parking garage located in the heart of the action. Very close to independence Hall and all of Philadelphia's big tourist attractions.

Garage is clean, secure, well maintained, with abundant spaces. Spaces are not overly tight. 

 Be sure to bring your ticket with you after you park. You will need it to get back into the garage and you will need to pay before exiting. This  is a good security measure, as it keeps the riff raff out of the garage.

Neighborhood is safe, well lit, and well populated. 

Prices are quite reasonable. I parked for many hours for a little over $20 on a Saturday. 24 hours for $24, which is a bargain. by many big city standards.

This is my go to parking garage whenever I go into downtown philadelphia.",2018-10-22 02:06:24
